Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
12208,MS,Low-Speed Vehicle Access to Roadways Authorization,"The cities of Moss Point, Newton, and Diamondhead may authorize the
operation of low-speed vehicles on public roads and streets within city
limits. In Moss Point and Diamondhead, a low-speed vehicle is defined as
a four-wheeled motor vehicle that is capable of operating at a speed of
at least 20 miles per hour (mph) but not greater than 25 mph. In Newton,
a low-speed vehicle is a four-wheeled motor vehicle that is not capable
of exceeding 20 mph and is equipped with a parking brake, head and tail
lamps, seat belts, and turn signals.

Low-speed vehicles may not be operated on interstate highways, Highway
63 or Highway 613 in Moss Point, except for crossing the street. In
Diamondhead, low-speed vehicles may not be operated on Interstate
Highway 10. The vehicle must comply with safety standards contained in
Title 49 of the [Code of Federal
Regulations](http://www.gpo.gov/fdsys/browse/collectionCfr.action?collectionCode=CFR),
section 571.500.

(Reference [House
Bill](http://billstatus.ls.state.ms.us/20181E/pdf/mainmenu.htm) 1740,
2019, and [Senate
Bills](http://billstatus.ls.state.ms.us/20181E/pdf/mainmenu.htm) 2274
and 2989, 2019)
",2019-03-28 00:00:00 UTC,,false,13,Laws and Regulations,"",2019-05-07 18:45:17 UTC,,,,"",NEVS,"",DREST,GOV|IND,http://billstatus.ls.state.ms.us/20181E/pdf/mainmenu.htm|http://billstatus.ls.state.ms.us/20181E/pdf/mainmenu.htm
12209,ND,Support for Autonomous Vehicle (AV) Operation,"North Dakota state agencies and political subdivisions must facilitate
the proper operation of AVs. An AV is defined as a vehicle equipped with
an automated driving system. AV operation must follow all applicable
federal and state traffic and motor vehicle safety, insurance, accident
reporting, titling, and registration laws and regulations. Other
conditions may apply. (Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
39-01-01.2)
",2019-04-11 00:00:00 UTC,,false,70,Laws and Regulations,"",2019-05-08 16:09:49 UTC,,,,"",AUTONOMOUS,"",DREST,GOV|OTHER,https://www.legis.nd.gov/|http://www.legis.nd.gov/general-information/north-dakota-century-code
12210,ND,Autonomous Vehicle (AV) Network Companies,"An on-demand AV network is defined as a transportation network company
that provides prearranged transportation services of an AV for
compensation using a software application or platform to transport
persons or goods. On-demand AV networks may connect passengers to AVs
without human drivers and may provide for-hire transportation, public
transportation, and ride sharing. (Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
8-12-01 and 8-12-02)
",2019-04-11 00:00:00 UTC,,false,74,Laws and Regulations,"",2019-05-08 16:12:50 UTC,,,,"",AUTONOMOUS,"",DREST,FLEET|OTHER,https://www.legis.nd.gov/|http://www.legis.nd.gov/general-information/north-dakota-century-code
12211,WA,Utility Electric Transportation Plan Authorization,"The governing authority or commission of an electric utility may adopt
an electric transportation plan that proves that utility outreach and
investment in the electrification of transportation infrastructure does
not increase net costs to ratepayers in excess of 0.025%. The governing
authority or commission may consider items such as the impact of
electrification on the utilities load, demand response and load
management opportunities, system reliability and distribution system
efficiencies, and interoperability concerns. Upon making this
determination, electric utilities may offer incentive programs for
customers. (Reference [Revised Code of
Washington](https://apps.leg.wa.gov/rcw/) 35.92.450)
",2019-04-23 00:00:00 UTC,,false,85,Laws and Regulations,"",2019-05-10 00:41:38 UTC,,,,"",ELEC|PHEV,"",OTHER,OTHER,https://apps.leg.wa.gov/rcw/|http://leg.wa.gov/
12213,IA,Plug-In Electric Vehicle (PEV) Fee,"PEV owners must pay an annual fee in addition to standard registration
fees. All-electric vehicle (EV) owners must pay an annual fee of \$65
and plug-in hybrid electric vehicle (PHEV) owners must pay an annual fee
of \$32.50. Fees will increase through 2022 as follows:

                    EV        PHEV
  ----------------- --------- ---------
  January 1, 2020   \$65      \$32.50
  January 1, 2021   \$97.50   \$48.75
  January 1, 2022   \$130     \$65

(Reference [Iowa Code](http://www.legis.iowa.gov/) 321.116)
",2019-05-16 00:00:00 UTC,,false,56,Laws and Regulations,"",2019-05-24 21:59:56 UTC,,,,"",ELEC|PHEV,"",FUEL,IND,https://www.legis.iowa.gov/|http://www.legis.iowa.gov/
12214,IA,Autonomous Vehicle (AV) Operation Requirements,"An AV may be operated without direct control of the driver on public
highways if it is capable of operating in compliance with all applicable
motor vehicle and traffic laws and can reach a reasonably safe state,
such as bringing the vehicle to a complete stop, in the event that the
automated driving system fails. If a driver is present, the driver must
be licensed. Other conditions apply. (Reference [Iowa
Code](http://www.legis.iowa.gov/) 321.514-321.517)
",2019-05-06 00:00:00 UTC,,false,65,Laws and Regulations,"",2019-05-24 22:06:12 UTC,,,,"",AUTONOMOUS,"",DREST,OTHER,http://www.legis.iowa.gov/|http://www.legis.iowa.gov/
12215,ME,Electric Vehicle Supply Equipment (EVSE) Funding,"Efficiency Maine Trust (Efficiency Maine) offers government entities and
non-profit organizations rebates for the purchase of Level 2 EVSE. A
rebate of up to \$500 is available for the first plug installed, and a
rebate of up to \$250 is available for the second plug installed. EVSE
along specific roads and at locations that will likely experience a high
frequency of use will be prioritized.

The program is funded by Maine's portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including how to apply and prioritized EVSE site
characteristics, see the Efficiency Maine [Electric Vehicle
Initiatives](https://www.efficiencymaine.com/at-work/electric-vehicle-supply-equipment-initiative/)
website. (Reference [Maine Revised
Statutes](http://www.mainelegislature.org/legis/statutes/) Title 35-A,
Section 10127)
",,,false,5,State Incentives,"",2019-05-24 22:08:42 UTC,,,,"",ELEC|PHEV,GNT,"",STATION,""
12216,NV,"Idle Reduction Technology, Natural Gas Vehicle, and Plug-in Electric Vehicle Weight Exemption","Any motor vehicle equipped with an auxiliary power unit or other
qualified idle reduction technology may exceed the maximum gross vehicle
weight limit by up to 550 pounds (lbs.) to compensate for the additional
weight of the idle reduction technology. Natural gas vehicles and
plug-in electric vehicles may exceed the maximum gross vehicle weight
limit for comparable conventional fuel vehicles by up to 2,000 lbs.
(Reference [Nevada Revised Statues](https://www.leg.state.nv.us/)
484D.635)
",2019-05-15 00:00:00 UTC,,false,7,State Incentives,"",2019-06-04 17:13:57 UTC,,,,"",ELEC|IR|NG|PHEV,EXEM,"",FLEET|GOV|IND,https://www.leg.state.nv.us
12217,CA,Used Plug-In Hybrid Electric Vehicle (PHEV) Incentive - Peninsula Clean Energy (PCE),"PCE and Peninsula Family Service (PFS) offer \$4,000 to qualified San
Mateo County residents to be used as a down payment for the purchase of
a used PHEV. To be eligible, San Mateo County residents must meet
maximum annual income requirements, be able to charge the PHEV at home
or work, and qualify for a PFS vehicle loan. Additional terms and
conditions apply. For more information, see the [DriveForward
Electric](https://www.peninsulacleanenergy.com/driveforwardelectric/)
website.
",,,false,136,Utility/Private Incentives,"",2019-06-04 17:29:08 UTC,,,,"",PHEV,OTHER|RBATE,"",IND,""
12218,TN,Vehicle Emissions Reduction and Electric Vehicle Supply Equipment (EVSE) Project Funding,"The Tennessee Department of Environment and Conservation (TDEC) provides
funding for the repower or replacement of Class 4-8 shuttle and transit
buses, Class 4-7 local freight trucks, and Class 8 local freight trucks
and port drayage trucks, with alternative fuel or all-electric models.
Alternative fuels include, but are not limited to, compressed natural
gas, propane, and hybrid electric technologies. Funding is also
available for light-duty EVSE. Private, public, and non-profit
organizations, including state, local, and tribal governments, are
eligible for funding. This grant program is funded by Tennessee\'s
portion of the [Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including how to apply, see the TDEC [Project
Solicitations](https://www.tn.gov/environment/program-areas/energy/state-energy-office--seo-/tennessee-and-the-volkswagen-diesel-settlement/project-solicitations.html)
website.
",,,false,5,State Incentives,"",2019-06-06 21:11:06 UTC,,,,"",ELEC|HEV|NG|PHEV|LPG,GNT,"",STATION|FLEET|GOV,""
12219,MD,Zero Emission School Bus Grant Program and Study,"The Maryland Department of the Environment (MDE) administers a Zero
Emission School Bus Transition Grant Program to purchase zero emission
school buses, install charging infrastructure, and transition to zero
emission school bus fleets. MDE and the Maryland Department of
Transportation also provide technical assistance to county boards of
education transitioning school buses to zero emission vehicles
throughout the state.

(Reference [Maryland Statutes](http://mgaleg.maryland.gov/mgawebsite/),
Environmental Code 2-1501 and 2-1503)
",2019-05-13 00:00:00 UTC,,false,25,State Incentives,"",2019-06-07 13:23:23 UTC,,,,"",ELEC|NG|LPG,GNT,"",GOV,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
12220,MT,Public Utility Electric Vehicle Supply Equipment (EVSE) Authorization,"A public utility may provide electric service to an EVSE under a rate
approved by the commission, which must be designed to fully recover the
cost of providing the service from the EVSE customer. (Reference
[Montana Code Annotated](https://leg.mt.gov/) 69-8-803)
",2019-05-10 00:00:00 UTC,,false,42,Laws and Regulations,"",2019-06-07 15:17:33 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION,https://leg.mt.gov/
12221,NY,Smart Charging and Time-of-Use Incentives - Con Edison,"Eligible plug-in electric vehicle customers can receive up to \$500 in
incentives annually by installing a connected car device provided by Con
Edison that tracks driving and charging habits, and by charging during
off-peak hours. For more information, including how to apply, see the
[SmartCharge New
York](https://www.fleetcarma.com/smartchargenewyork/setup/) website.
",,,false,71,Utility/Private Incentives,"",2019-06-07 20:49:19 UTC,,,,"",ELEC|PHEV,OTHER,"",IND,""
12222,WA,Green Transportation Grant Program,"The Washington State Department of Transportation (WSDOT) will establish
a green transportation capital grant program to fund projects to reduce
the carbon intensity of the Washington transportation system, including
fleet electrification, modification or replacement of facilities to
facilitate fleet electrification and hydrogen fueling, upgrades to
electrical transmission and distribution systems, and construction of
charging and fueling infrastructure. In order to receive funding for a
project, a transit authority must provide matching funding for that
project that is at least equal to 20% of the total cost of the project.
(Reference [Revised Code of Washington](http://apps.leg.wa.gov/rcw/)
47.66.120)
",2019-05-07 00:00:00 UTC,,false,18,State Incentives,"",2019-06-07 21:05:15 UTC,,,,"",ELEC|HY|PHEV,GNT,"",STATION|GOV|OTHER,http://leg.wa.gov/|http://apps.leg.wa.gov/rcw/
12223,WA,Alternative Fuel Vehicle (AFV) Car Share Pilot Program,"The Washington State Department of Transportation (WSDOT) will develop a
pilot program to provide AFV use opportunities to underserved and
low-income communities and to those without easy access to
transportation corridors. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 47.04.355)
",2019-05-07 00:00:00 UTC,,false,113,Laws and Regulations,"",2019-06-07 21:10:37 UTC,,,,"",ELEC|HY|NG|PHEV|LPG,"",REQ|OTHER,GOV|IND,http://leg.wa.gov/|http://apps.leg.wa.gov/rcw/
12224,WA,Retail Sales and Use Tax Exemption,"The retail sales and state use tax of 6.5% does not apply to the sale or
lease of new or used passenger vehicles, light-duty trucks, and
medium-duty passenger vehicles that are exclusively powered by an
alternative vehicle fuel or are capable of running solely on electricity
for at least 30 miles. Eligible alternative fuels are natural gas,
propane, hydrogen, and electricity. Vehicles must not have a selling
price plus trade-in property value that exceeds \$45,000 for new
vehicles and \$30,000 for used vehicles. The maximum eligible amount for
used purchased or leased vehicles is \$16,000. The maximum eligible
amounts for new purchased or leased vehicles are as follows:

<div>

  Year                            Maximum Amount
  ------------------------------- ----------------
  Through July 31, 2021           \$25,000
  August 1, 2021 - July 31 2023   \$20,000
  August 1, 2023 - July 31 2025   \$15,000

</div>

For more information, see the Renewable Energy/Green Incentives section
of Washington Department of Revenue\'s [Incentives
Programs](https://dor.wa.gov/find-taxes-rates/tax-incentives/incentive-programs)
website.

(Reference [Revised Code of Washington](http://apps.leg.wa.gov/rcw/)
82.12.9999)
",2019-05-07 00:00:00 UTC,,false,19,State Incentives,"",2019-06-07 21:19:50 UTC,2028-08-01 00:00:00 UTC,,,"",ELEC|HY|NG|PHEV|LPG,EXEM,"",FLEET|GOV|OTHER|IND,http://leg.wa.gov/|http://apps.leg.wa.gov/rcw/
12225,WA,Alternative Fuel Vehicle (AFV) Technical Assistance and Education Program,"The Washington State University (WSU) [Energy
Program](http://www.energy.wsu.edu/) must establish and administer a
technical assistance and education program on the use of AFVs for public
agencies, including state and local governments. For more information,
visit the WSU Energy Program [Green Transportation
Program](http://www.energy.wsu.edu/GreenTransportationProgram.aspx)
website. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 28B.30.903)
",2019-05-07 00:00:00 UTC,,false,117,Laws and Regulations,"",2019-06-07 21:28:59 UTC,,,,"",ELEC|HY|NG|PHEV|LPG,"",OTHER,FLEET|GOV,http://apps.leg.wa.gov/|http://apps.leg.wa.gov/rcw/
12227,HI,Alternative Fuel Vehicle (AFV) Registration,"Owners of plug-in electric vehicles and AFVs must pay an annual fee of
\$50, in addition to standard registration fees. Fees contribute to the
State Highway Fund. (Reference [Hawaii Revised
Statutes](https://www.capitol.hawaii.gov/) 249-31)
",2019-05-06 00:00:00 UTC,,false,23,Laws and Regulations,"",2019-06-10 19:33:24 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",FUEL,FLEET|GOV|IND,https://www.capitol.hawaii.gov/|https://www.capitol.hawaii.gov/
12228,HI,Autonomous Vehicle (AV) Task Force,"The Attorney General will convene an AV Legal Preparation Task Force
(Task Force) to prepare Hawaii with laws and regulations required for
AVs. The Task Force will examine the adaptation and testing of AVs,
existing laws relating to legal and insurance regulation of AVs, and
make recommendations for AVs in Hawaii. The Task Force published a
preliminary
[report](https://ag.hawaii.gov/wp-content/uploads/2019/12/2019-AUTONOMOUS-VEHICLE-REPORT.pdf)
of its findings and recommendations to the Legislature in December 2019.
The final report, including proposed legislation, is due by December 1,
2020. (Reference [House Concurrent
Resolution](https://www.capitol.hawaii.gov/) 220, 2019)
",2019-04-30 00:00:00 UTC,,false,26,Laws and Regulations,"",2019-06-10 19:39:15 UTC,,,,"",AUTONOMOUS,"",DREST,OTHER,https://www.capitol.hawaii.gov/
12229,NJ,Zero Emission Vehicle (ZEV) Initiative,"The New Jersey Department of Environmental Protection, New Jersey Board
of Public Utilities, and the New Jersey Economic Development Authority
signed a [memorandum of
understanding](http://d31hzlhk6di2h5.cloudfront.net/20190603/57/5f/94/b3/288bba9e13409df9b8cdb482/MOU_6.3.19.pdf)
(MOU) to increase the number of ZEVs in the State and meet the State's
goal of registering 330,000 ZEVs by 2025 through involvement in the New
Jersey [Partnership to
Plug-In](https://www.drivegreen.nj.gov/dg-partnership-to-plugin.html)
(Partnership). The responsibilities of the Partnership include:

-   Mapping existing and potential locations for electric vehicle supply
    equipment (EVSE);
-   Reviewing state- and municipal-level permit processes for the
    installation of EVSE and identifying best practices to streamline
    these processes;
-   Expanding existing efforts to educate consumers about ZEVs;
-   Evaluating strategies to finance an EVSE network;
-   Developing a rebate program to incentivize the purchase of new and
    used ZEVs;
-   Creating a method to track the usage of EVSE throughout the State;
-   Identifying programs and resources that can be used to attract
    ZEV-related companies to the State; and
-   Coordinating with other state agencies and departments to further
    implement the goals of the Partnership.

For more information, see the [Regional Greenhouse Gas
Initiative](https://www.state.nj.us/dep/aqes/rggi.html) website.
",2019-06-03 00:00:00 UTC,,false,14,Laws and Regulations,"",2019-06-19 17:48:35 UTC,,,,"",ELEC|HY|PHEV,"",CCEINIT,OTHER,""
12230,VT,Plug-In Electric Vehicle (PEV) Incentive,"The Vermont Agency of Transportation provides financial incentives to
low- and moderate-income residents for the purchase or lease of a new
PEV on a first-come, first-served basis. Incentives are available
according to the following schedule:

::: {align=""left""}
  Vehicle Type                       Incentive for \$96,122 Household Income or Less   Incentive for Lower Income Households
  --------------------------------- ------------------------------------------------- ---------------------------------------
  Plug-in Hybrid Electric Vehicle                        \$1,500                                      \$4,000
  All-Electric Vehicle                                   \$2,500                                      \$5,000
:::

Lower-income households are defined as those eligible for weatherization
services through the U.S. Department of Energy. For more information,
including application and eligibility requirements, visit the [Drive
Electric Vermont](https://www.driveelectricvt.com/) website.

(Reference [House Bill](https://legislature.vermont.gov/) 529, 2019)
",2019-06-14 00:00:00 UTC,,false,3,State Incentives,"",2020-02-03 20:24:46 UTC,,,,"",ELEC|PHEV,GNT,"",IND,https://legislature.vermont.gov/
12231,VT,Fuel-Efficient Vehicle and Emission Reduction Incentives,"The Vermont Agency of Transportation (VTrans) administers the High Fuel
Efficiency Used-Vehicle Program, MileageSmart, which provides incentives
of up to \$5,000 to replace eligible vehicles with a used vehicle that
has a U.S. Environmental Protection Agency (EPA) combined city/highway
fuel economy of at least 40 miles per gallon (mpg).

VTrans also offers vouchers of up to \$2,500 for the repair of vehicles
that failed the on-board diagnostic (OBD) systems inspection. Eligible
vehicles for replacement include those that have failed the OBD systems
inspection or those that are more than 15 years old and have an EPA
combined city/highway fuel economy of less than 25 mpg. Eligible
vehicles for a repair voucher are those that have failed the OBD systems
inspection, require repairs that are not under warranty, and will be
able to pass the inspection once the repairs are made. The emissions
repair program must be operational by July 1, 2021.

(Reference [House Bill](https://legislature.vermont.gov/) 529, 2019 and
[House Bill](https://legislature.vermont.gov/) 529, 2020)
",2016-06-14 00:00:00 UTC,,false,4,State Incentives,"",2019-06-19 18:02:02 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT,"",IND,https://legislature.vermont.gov/|https://legislature.vermont.gov/
12232,VT,Autonomous Vehicle (AV) Testing and Operation Requirements,"AVs may be operated on public highways for testing purposes if there is
a licensed vehicle operator seated in the driver\'s seat monitoring the
safe operation of the AV and capable of taking immediate manual control
of the vehicle in the event that the automated driving system fails.
Before an AV may be tested on public highways, the Vermont Traffic
Committee (Committee) must approve a permit application that defines the
scope of the test and demonstrates the ability of the AV tester to
comply with testing requirements. An approved AV tester is required to
submit a report to the Committee annually, including information about
AV safety, traffic operations, interaction with roadway infrastructure,
and any public comments, until testing is complete.

The Vermont Agency of Transportation published an [Automated Vehicle
Testing
Guide](https://vtrans.vermont.gov/sites/aot/files/planning/documents/VT%20AV%20Testing%20Guidance%20and%20Application.042420.pdf)
that includes a list of municipalities that have preapproved the testing
of AVs in their jurisdictions. An AV is defined as any vehicle that is
equipped with a technology that has the capability to operate the
vehicle without the direct control of the driver.

(Reference [Vermont Statutes](http://legislature.vermont.gov/statutes/)
Title 23, Chapter 41, Sections 4201-4203)
",2019-06-14 00:00:00 UTC,,false,41,Laws and Regulations,"",2019-06-19 18:12:34 UTC,,,,"",AUTONOMOUS,"",DREST,OTHER,https://legislature.vermont.gov/|http://legislature.vermont.gov/statutes/
12233,VT,Public Utility Definition,"An entity that supplies electricity to the public exclusively to charge
plug-in electric vehicles is not defined as a public utility and may
charge for this electricity by the kilowatt-hour. (Reference [Vermont
Statutes](https://legislature.vermont.gov/statutes/) Title 30, Chapter
5, Section 203)
",2019-06-14 00:00:00 UTC,,false,28,Laws and Regulations,"",2019-06-19 18:19:16 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://legislature.vermont.gov/|https://legislature.vermont.gov/statutes/
12235,VT,Electric Vehicle Supply Equipment (EVSE) Fee Authorization,"Any Vermont agency or department that owns or controls EVSE may
establish and set user fees. The agency or department may establish fees
that are less than or equal to the cost of charging or the retail rate
charged for the use of EVSE available to the public. Fees collected must
be deposited into the same fund or account from which the EVSE expenses
originated. This authorization expires on July 1, 2022. (Reference
[Vermont Statutes](https://legislature.vermont.gov/statutes/) Title 32,
Chapter 7, Section 604)
",2019-06-14 00:00:00 UTC,,false,30,Laws and Regulations,"",2019-06-19 18:25:32 UTC,2022-07-01 00:00:00 UTC,,,"",ELEC|PHEV,"",OTHER,STATION|GOV,https://legislature.vermont.gov/|https://legislature.vermont.gov/statutes/
12236,VT,Electric Vehicle Supply Equipment (EVSE) Code Reporting,"On or before December 1, 2019, the Vermont Agency of Agriculture, Food
and Markets (Agency) must submit a report to the legislature that
provides an update on the National Institute of Standards and
Technology's (NIST) progress toward adopting a code on EVSE and makes a
recommendation for an annual licensing fee for EVSE available to the
public. If NIST has not adopted a code on EVSE by December 1, 2020, the
Agency must submit an additional report on or before that date that
provides an update on NIST's progress toward adopting a code. (Reference
[Vermont Statutes](https://legislature.vermont.gov/) Title 9, Chapter
73, Section 2730)
",2019-06-14 00:00:00 UTC,,false,32,Laws and Regulations,"",2019-06-19 18:27:01 UTC,,,,"",ELEC|PHEV,"",REGIS,OTHER,https://legislature.vermont.gov/
12237,VT,Fuel-Efficient Vehicle Incentive Analysis,"The Vermont Agency of Transportation (VTrans) must complete a study and
submit a to the legislature determining whether to implement a rebate
program for individuals to purchase or lease fuel-efficient vehicles
that is funded by fees collected from individuals that purchase or lease
inefficient vehicles. The report must also assess how this incentive
program could function with other Vermont incentive programs to reach
the plug-in electric vehicle goal in the [Vermont Comprehensive Energy
Plan](https://publicservice.vermont.gov/publications-resources/publications/energy_plan).
VTrans published a
[report](https://legislature.vermont.gov/assets/Legislative-Reports/Feebate-Study-Report-10-15-2019-Final.pdf)
on October 15, 2019. (Reference [House
Bill](https://legislature.vermont.gov/) 529, 2019)
",2019-06-14 00:00:00 UTC,,false,33,Laws and Regulations,"",2019-06-19 18:28:48 UTC,,,,"",ELEC|PHEV,"",OTHER,OTHER,https://legislature.vermont.gov/
12238,MD,Electric Vehicle Supply Equipment (EVSE) Rebates - BGE,"Baltimore Gas and Electric (BGE) provides rebates to residential and
multifamily customers toward the purchase of qualified Level 2 and
direct current (DC) fast EVSE. BGE offers residential customers a \$300
rebate for an eligible Level 2 EVSE. BGE offers customers that own or
operate multifamily properties a rebate of 50% of the purchase and
installation cost of an eligible Level 2 EVSE, up to \$5,000 per port,
and 50% of the purchase and installation cost of eligible DC fast EVSE,
up to \$15,000 per port. Multifamily rebate awards may not exceed
\$25,000 per site. Only chargers purchased and installed after July 1,
2019, are eligible. 1,000 residential rebates and 700 multifamily
rebates are available on a first-come, first-served basis. Applicants
will be placed on a waitlist once the rebate limit is reached.
Additional terms and conditions apply. For more information, including
how to apply, see the BGE
[EVsmart](https://www.bge.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicles.aspx)
website.
",,,false,33,Utility/Private Incentives,"",2019-06-28 23:12:28 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12239,MD,Electric Vehicle Supply Equipment (EVSE) Rebate - Pepco,"Pepco provides rebates to residential and multifamily customers toward
the purchase of qualified Level 2 EVSE. Pepco offers residential
customers a \$300 rebate for a Level 2 smart EVSE. Only EVSE purchased
and installed after July 1, 2019, are eligible. Pepco offers customers
that own or operate multifamily properties a 50% discount on the
purchase of eligible Level 2 smart EVSE and a rebate up to \$7,500 for
installation costs. Additional terms and conditions apply. For more
information, including how to apply, see the Pepco
[EVsmart](https://www.pepco.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicleProgramMD.aspx)
website.
",,,false,36,Utility/Private Incentives,"",2020-05-12 15:17:22 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12240,MD,Electric Vehicle Supply Equipment (EVSE) Rebates - Delmarva Power,"Delmarva Power provides rebates to residential and multifamily customers
toward the purchase of qualified Level 2 EVSE. Delmarva Power offers
residential customers a \$300 rebate for a Level 2 smart EVSE. Only EVSE
purchased and installed after July 1, 2019, are eligible. Delmarva Power
offers customers that own or operate multifamily properties a 50%
discount on the purchase of eligible Level 2 smart EVSE and a rebate up
to \$7,500 for installation costs. Additional terms and conditions
apply. For more information, including how to apply, see the Delmarva
Power
[EVsmart](https://www.delmarva.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicleProgramMD.aspx)
website.
",,,false,34,Utility/Private Incentives,"",2020-05-12 15:13:19 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12241,NV,Electric Vehicle Supply Equipment (EVSE) Grant Authorization,"Utilities are authorized to offer public school districts grants of up
to 75% of the cost of EVSE installation on school property or the
purchase of all-electric school buses. (Reference [Senate
Bill](https://www.leg.state.nv.us/) 299, 2019)
",2019-05-23 00:00:00 UTC,,false,10,Laws and Regulations,"",2019-07-01 15:49:47 UTC,2025-12-31 00:00:00 UTC,,,"",ELEC,"",OTHER,STATION|FLEET,https://www.leg.state.nv.us/
12242,KY,Public Utility Definition,"An entity that owns or operates an electric vehicle supply equipment is
not defined as a public utility. (Reference [Kentucky Public Service
Commission](https://psc.ky.gov/) Case No. 2018-00372)
",2019-06-14 00:00:00 UTC,,false,40,Laws and Regulations,"",2019-07-01 15:52:53 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://psc.ky.gov/
12243,FL,Autonomous Vehicle (AV) Testing and Operation,"An AV or on-demand AV network may operate in Florida if the driving
system complies with all applicable federal and state traffic and motor
vehicle safety, insurance, and registration laws and regulations. All
local governments must facilitate the proper operation of AVs. AVs are
motor vehicles equipped with automated driving system technology that
allows vehicle automation to perform the entire driving task on a
sustained basis. The Florida Turnpike Enterprise may enter into one or
more agreements to fund, construct, and operate facilities for the
advancement of autonomous and connected technologies to improve safety
and reduce congestion. Other conditions apply. (Reference [Florida
Statutes](http://www.flsenate.gov/Laws/) 316.003, 316.85, 319.145,
339.175, 339.64, 339.83, and 627.0653)
",2019-06-13 00:00:00 UTC,,false,50,Laws and Regulations,"",2019-07-01 15:57:26 UTC,,,,"",AUTONOMOUS,"",DREST,OTHER,https://www.flsenate.gov/
12244,MI,Electric Vehicle Supply Equipment (EVSE) Rebate – DTE Energy,"DTE Energy offers a \$500 rebate for the installation of a Level 2 EVSE
for qualified residential customers that purchase or lease a plug-in
electric vehicle (PEV) and enroll in the [PEV Charging
Rates](https://afdc.energy.gov/laws/9216). For more information,
including eligibility, see the DTE Energy [Charging
Forward](https://newlook.dteenergy.com/wps/wcm/connect/dte-web/home/service-request/residential/electric/pev/pev-res-charge-frwd)
website.
",,,false,52,Utility/Private Incentives,"",2019-07-02 22:26:31 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12245,MI,Propane Vehicle Conversion Rebate – Michigan Propane Gas Association,"Vehicles converted to run on propane that are model year 2015 or newer
are eligible for a \$4,000 rebate through December 31, 2021. For more
information, including vehicle restrictions and requirements, see the
Michigan Propane Gas Association [Grant
Opportunities](https://www.miautogas.com/grant-opportunities/) website.
",,,false,54,Utility/Private Incentives,"",2019-07-02 22:28:07 UTC,2022-01-01 00:00:00 UTC,,,"",LPG,RBATE,"",MAN|IND,""
12246,CO,Plug-In Electric Vehicle (PEV) Parking Regulations ,"Any vehicle that is not actively charging may not park in designated PEV
charging parking spaces. A PEV is presumed to not be charging if it is
parked at a charging station and is not connected to the charger for
longer than 30 minutes. Some exclusions apply, including for PEVs parked
at lodging or airports, and between the hours of 11pm and 5am. The
penalty for violation is \$182. (Reference [House
Bill](https://leg.colorado.gov/) 19-1298, 2019, and [Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 42-1-102,
42-4-1213, and 42-4-1701)
",2019-05-31 00:00:00 UTC,,false,58,Laws and Regulations,"",2019-07-02 22:34:21 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|IND,https://leg.colorado.gov/|http://www.lexisnexis.com/hottopics/Colorado/
12247,FL,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebates - KUA,"Kissimmee Utility Authority (KUA) provides rebates of \$100 to
residential customers for the purchase of a new EV and \$100 for the
purchase and installation of a home EVSE. The EV must be registered to
the customer's address and a proof of purchase is required. The EVSE
must be installed by a licensed electrical contractor and must meet all
state and local codes. Rebates are limited to one rebate per vehicle and
one EVSE rebate per household. For more information, see the KUA
[Rebates and Participating
Contractors](https://kua.com/energy-conservation-and-renewables/kua-rebates-and-participating-contractors/)
website.
",,,false,38,Utility/Private Incentives,"",2019-07-09 15:06:03 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|IND,""
